date	people	ceremony_type	user_id	msg_id
08-19-2023	130	Γάμος	373	1824edba1a05de65
07-08-2023	300	Γάμο	374	182453412c713c8d
09-16-2023	250	Γάμος	375	18241bb2f495c3bb
09-02-2023	200	Γάμος	376	1823f8a9969731bb
09-16-2023	250	Γάμος	377	1823f7857ee50fa8
06-25-2023	200	Γάμο	378	1823e578595895d8
09-23-2023	300	Γάμος	379	1823c21d3a2b864b
	250-300	ΓΑΜΟ	380	1823aecb7832ff69
05-27-2023	350	Γάμος	381	1823a2fe70efc76b
28-07-2023	170	ΓΑΜΟ	382	18239a9ec20bac5b
07-07-2023	200	Γάμος	383	182396ce73c385da
10-15-2022	150	Γάμος	384	182358ff08a8d991
10-15-2022	150	Γάμος	384	182358fee1988c83
04-22-2023	180	Γάμος	385	18234c84387e1011
06-17-2023	150	Γάμος	314	1822ef1be15de159
03-09-2023	200	ΓΑΜΟ	386	1822b479c0e92ffe
09-09-2023	250	ΓΑΜΟ	387	1822b3ebc3007816
09-09-2023	200	ΓΑΜΟ	388	1822b3e8abc03a59
01-07-2023	250+	ΓΑΜΟ	389	1822b3e560ecbd1d
24-06-2023	300	ΓΑΜΟ	390	1822b3e1db72bb8b
04-9-2023	180	ΓΑΜΟ	391	1822b3dfe235d423
	200-250	ΓΑΜΟ	392	1822b3cd45f81c3d
9-9-23	250	ΓΑΜΟ	387	1822b3c68ca2fa56
		ΓΑΜΟ	393	1822b3c3b4667db5
17-06-2023	250	ΓΑΜΟ	394	1822b3bfec403915
30-09-2023	230	ΓΑΜΟ	395	1822b3adc1ffa928
29-10-2022	250	ΓΑΜΟ	396	1822b3aa5d76de6b
01-09-2023	150	ΓΑΜΟ	397	1822b3a375cd9373
09-02-2023	250	Γάμο	398	1822b38d19ffe840
02-09-2023	250	ΓΑΜΟ	398	1822b38964d21873
